ins_id,ins_habilitado,ins_periodo,ins_matricula_num,est_codigo,grp_id
98,t,61,1,228004,37
99,t,61,1,228004,14
100,t,61,1,228004,38
101,t,61,1,222397,2
102,t,61,1,222397,4
103,t,61,1,222397,39
104,t,61,1,222397,37
105,t,61,1,222397,5
106,t,61,1,228639,5
107,t,61,1,228639,6
108,t,61,1,228639,37
109,t,61,1,228639,40
110,t,61,1,228639,14
111,t,61,1,224199,13
112,t,61,1,224199,41
113,t,61,1,224199,12
114,t,61,1,224199,14
115,t,61,1,224199,6
116,t,61,1,223790,14
117,t,61,1,223790,12
118,t,61,1,223790,10
119,t,61,1,223790,13
120,t,61,1,223790,6
121,t,61,1,225584,12
122,t,61,1,225584,6
123,t,61,1,225584,42
124,t,61,1,225584,14
125,t,61,1,225584,13
126,t,61,1,199003,43
127,t,61,2,199003,44
128,t,61,2,220688,4
129,t,61,2,220688,30
130,t,61,2,220688,31
131,t,61,2,220688,45
132,t,61,2,217067,46
133,t,61,1,217067,47
134,t,61,1,217067,8
135,t,61,1,217067,48
136,t,61,1,228616,27
137,t,61,1,228616,5
138,t,61,1,228616,49
139,t,61,1,228616,2
140,t,61,1,228616,4
141,t,61,1,225027,4
142,t,61,1,225027,24
143,t,61,1,225027,2
144,t,61,1,225027,5
145,t,61,1,225027,41
146,t,61,1,230123,3
147,t,61,1,230123,50
148,t,61,1,230123,51
149,t,61,1,230123,52
150,t,61,1,230123,53
151,t,61,1,225353,14
152,t,61,1,225353,54
153,t,61,1,225353,5
154,t,61,1,225353,24
155,t,61,1,225353,4
156,t,61,1,222882,5
157,t,61,1,222882,14
158,t,61,1,222882,24
159,t,61,1,222882,16
160,t,61,1,222882,4
161,t,61,1,228340,5
162,t,61,1,228340,55
163,t,61,1,228340,13
164,t,61,1,228340,14
165,t,61,1,228340,6
166,t,61,1,222757,38
167,t,61,1,222757,56
168,t,61,1,222757,16
169,t,61,1,222757,14
170,t,61,1,222757,57
171,t,61,1,225579,12
172,t,61,1,225579,14
173,t,61,1,225579,58
174,t,61,1,225579,6
175,t,61,1,225579,13
176,t,61,1,215098,59
177,t,61,1,215098,60
178,t,61,1,203151,5
179,t,61,1,203151,2
180,t,61,1,203151,4
181,t,61,1,203151,3
182,t,61,1,203151,61
183,t,61,2,219596,4
184,t,61,2,219596,31
185,t,61,2,219596,30
186,t,61,1,228105,2
187,t,61,1,228105,5
188,t,61,1,228105,19
189,t,61,1,228105,4
190,t,61,1,228105,62
191,t,61,1,228156,12
192,t,61,1,228156,63
193,t,61,1,228156,6
194,t,61,1,228156,14
195,t,61,1,228156,24
196,t,61,1,222885,4
197,t,61,1,222885,14
198,t,61,1,222885,5
199,t,61,1,222885,27
200,t,61,1,222885,64
201,t,61,1,226948,33
202,t,61,1,226948,54
203,t,61,1,226948,2
204,t,61,1,226948,65
205,t,61,1,226948,27
206,t,61,1,228692,62
207,t,61,1,228692,2
208,t,61,1,228692,4
209,t,61,1,228692,5
210,t,61,1,228692,27
211,t,61,1,223452,5
212,t,61,1,223452,2
213,t,61,1,223452,3
214,t,61,1,223452,66
215,t,61,1,223452,4
216,t,61,1,229235,12
217,t,61,1,229235,13
218,t,61,1,229235,14
219,t,61,1,229235,6
220,t,61,1,229235,54
221,t,61,1,227292,5
222,t,61,1,227292,4
223,t,61,1,227292,27
224,t,61,1,227292,67
225,t,61,1,227292,2
226,t,61,1,229449,12
227,t,61,1,229449,6
228,t,61,1,229449,27
229,t,61,1,229449,14
230,t,61,1,229449,39
231,t,61,1,228890,28
232,t,61,1,228890,5
233,t,61,1,228890,2
234,t,61,1,228890,4
235,t,61,1,228890,27
236,t,61,1,224206,31
237,t,61,1,224206,4
238,t,61,1,224206,2
239,t,61,1,224206,27
240,t,61,1,224206,5
241,t,61,1,228262,6
242,t,61,1,228262,14
243,t,61,1,228262,27
244,t,61,1,228262,12
245,t,61,1,228262,31
246,t,61,1,69061,68
247,t,61,1,228426,13
248,t,61,1,228426,40
249,t,61,1,228426,12
250,t,61,1,228426,6
251,t,61,1,228426,14
252,t,61,1,229147,27
253,t,61,1,229147,5
254,t,61,1,229147,4
255,t,61,1,229147,2
256,t,61,1,229147,69
257,t,61,1,224491,14
258,t,61,1,224491,12
259,t,61,1,224491,66
260,t,61,1,224491,6
261,t,61,1,224491,13
262,t,61,1,229138,5
263,t,61,1,229138,19
264,t,61,1,229138,70
265,t,61,1,229138,7
266,t,61,1,229138,71
267,t,61,1,227025,6
268,t,61,1,227025,12
269,t,61,1,227025,14
270,t,61,1,227025,13
271,t,61,1,227025,72
272,t,61,1,225527,11
273,t,61,1,225527,73
274,t,61,1,225527,8
275,t,61,1,225527,14
276,t,61,1,225527,6
277,t,61,1,224875,16
278,t,61,1,224875,12
279,t,61,1,224875,6
280,t,61,1,224875,14
281,t,61,1,224875,13
282,t,61,1,223256,74
283,t,61,1,223256,5
284,t,61,1,223256,2
285,t,61,1,223256,27
286,t,61,1,223256,4
287,t,61,1,224387,33
288,t,61,1,224387,2
289,t,61,1,224387,56
290,t,61,1,224387,75
291,t,61,1,224387,10
292,t,61,2,161891,33
293,t,61,1,161891,46
294,t,61,1,161891,47
295,t,61,1,161891,76
296,t,61,2,161891,72
297,t,61,1,224503,63
298,t,61,1,224503,4
299,t,61,1,224503,27
300,t,61,1,224503,2
301,t,61,1,224503,5
302,t,61,1,230021,77
303,t,61,1,230021,78
304,t,61,1,230021,5
305,t,61,1,230021,79
306,t,61,1,230021,13
307,t,61,1,223449,27
308,t,61,1,223449,2
309,t,61,1,223449,5
310,t,61,1,223449,52
311,t,61,1,223449,4
312,t,61,1,214009,47
313,t,61,2,214009,38
314,t,61,1,214009,80
315,t,61,1,214009,81
316,t,61,1,227487,2
317,t,61,1,227487,4
318,t,61,1,227487,82
319,t,61,1,227487,12
320,t,61,1,227487,52
321,t,61,1,226534,64
322,t,61,1,226534,2
323,t,61,1,226534,83
324,t,61,1,226534,65
325,t,61,1,226534,12
326,t,61,1,228166,4
327,t,61,1,228166,13
328,t,61,1,228166,5
329,t,61,1,228166,2
330,t,61,1,228166,22
331,t,61,1,228383,12
332,t,61,1,228383,27
333,t,61,1,228383,61
334,t,61,1,228383,6
335,t,61,1,228383,2
336,t,61,1,224615,4
337,t,61,1,224615,3
338,t,61,1,224615,5
339,t,61,1,224615,55
340,t,61,1,224615,2
341,t,61,1,226605,13
342,t,61,1,226605,12
343,t,61,1,226605,14
344,t,61,1,226605,6
345,t,61,1,226605,72
346,t,61,1,223800,12
347,t,61,1,223800,14
348,t,61,1,223800,66
349,t,61,1,223800,6
350,t,61,1,223800,13
351,t,61,1,217114,43
352,t,61,1,217114,84
353,t,61,2,217114,67
354,t,61,1,217114,18
355,t,61,1,217114,85
356,t,61,1,217114,86
357,t,61,1,134213,87
358,t,61,1,134213,76
359,t,61,1,134213,18
360,t,61,1,134213,12
361,t,61,1,229960,78
362,t,61,1,229960,12
363,t,61,1,229960,25
364,t,61,1,229960,88
365,t,61,1,229960,75
366,t,61,1,230347,89
367,t,61,1,230347,30
368,t,61,1,230347,51
369,t,61,1,230347,53
370,t,61,1,230347,55
371,t,61,1,226525,13
372,t,61,1,226525,12
373,t,61,1,226525,6
374,t,61,1,226525,90
375,t,61,1,226525,14
376,t,61,1,227407,5
377,t,61,1,227407,67
378,t,61,1,227407,27
379,t,61,1,227407,4
380,t,61,1,227407,2
381,t,61,1,222883,73
382,t,61,1,222883,5
383,t,61,1,222883,4
384,t,61,1,222883,27
385,t,61,1,222883,2
386,t,61,1,225689,2
387,t,61,1,225689,73
388,t,61,1,225689,4
389,t,61,1,225689,27
390,t,61,1,225689,5
391,t,61,1,225486,8
392,t,61,1,225486,74
393,t,61,1,225486,91
394,t,61,1,225486,2
395,t,61,1,225486,92
396,t,61,1,229416,71
397,t,61,1,229416,19
398,t,61,1,229416,5
399,t,61,1,229416,93
400,t,61,1,229416,64
401,t,61,1,223402,12
402,t,61,1,223402,6
403,t,61,1,223402,75
404,t,61,1,223402,20
405,t,61,1,223402,14
406,t,61,1,227843,6
407,t,61,1,227843,14
408,t,61,1,227843,27
409,t,61,1,227843,5
410,t,61,1,227843,55
411,t,61,1,225630,14
412,t,61,1,225630,8
413,t,61,1,225630,92
414,t,61,1,225630,25
415,t,61,1,225630,91
416,t,61,1,222501,23
417,t,61,1,222501,12
418,t,61,1,222501,14
419,t,61,1,222501,13
420,t,61,1,222501,6
421,t,61,1,225569,94
422,t,61,1,225569,18
423,t,61,1,225569,58
424,t,61,1,225569,95
425,t,61,1,225569,96
426,t,61,1,225569,85
427,t,61,1,226900,82
428,t,61,1,226900,78
429,t,61,1,226900,69
430,t,61,1,226900,79
431,t,61,1,226900,12
432,t,61,1,226866,12
433,t,61,1,226866,6
434,t,61,1,226866,63
435,t,61,1,226866,19
436,t,61,1,226866,14
437,t,61,1,228831,4
438,t,61,1,228831,5
439,t,61,1,228831,27
440,t,61,1,228831,2
441,t,61,1,228831,40
442,t,61,1,183496,59
443,t,61,1,183496,97
444,t,61,1,206212,97
445,t,61,1,213481,97
446,t,61,1,213481,59
447,t,61,1,213481,98
448,t,61,1,213481,99
449,t,61,1,213481,100
450,t,61,1,205878,84
451,t,61,1,205878,85
452,t,61,1,205878,101
453,t,61,1,216585,47
454,t,61,1,216585,102
455,t,61,1,216585,84
456,t,61,1,216585,103
457,t,61,1,216585,104
458,t,61,1,218970,102
459,t,61,1,218970,84
460,t,61,1,218970,105
461,t,61,1,218970,47
462,t,61,1,218970,106
463,t,61,1,213488,106
464,t,61,1,213488,59
465,t,61,1,213488,97
466,t,61,1,213488,107
467,t,61,1,213488,60
468,t,61,1,201232,60
469,t,61,1,201232,97
470,t,61,2,201232,103
471,t,61,1,201232,59
472,t,61,1,201232,108
473,t,61,1,188554,84
474,t,61,2,188554,109
475,t,61,2,188554,85
476,t,61,2,188554,18
477,t,61,2,188554,110
478,t,61,2,188554,111
479,t,61,1,208677,59
480,t,61,1,208677,112
481,t,61,2,180153,113
482,t,61,2,217207,114
483,t,61,1,217207,115
484,t,61,1,217207,59
485,t,61,1,217207,116
486,t,61,1,217207,97
487,t,61,1,217207,100
488,t,61,2,163218,117
489,t,61,2,163218,102
490,t,61,2,209576,111
491,t,61,1,209576,59
492,t,61,1,215815,111
493,t,61,1,215815,84
494,t,61,1,215815,85
495,t,61,1,215815,18
496,t,61,1,215815,80
497,t,61,1,217260,84
498,t,61,1,217260,85
499,t,61,1,217260,100
500,t,61,1,217260,118
501,t,61,1,217260,98
502,t,61,1,218816,84
503,t,61,1,218816,105
504,t,61,1,218816,106
505,t,61,1,218816,102
506,t,61,1,218816,47
507,t,61,1,219261,47
508,t,61,1,219261,103
509,t,61,1,219261,102
510,t,61,1,219261,84
511,t,61,1,219261,119
512,t,61,1,219240,102
513,t,61,1,219240,120
514,t,61,1,219240,47
515,t,61,1,219240,84
516,t,61,1,219240,106
517,t,61,1,221453,119
518,t,61,1,221453,103
519,t,61,1,221453,84
520,t,61,1,221453,102
521,t,61,1,221453,47
522,t,61,2,190864,121
523,t,61,1,190864,84
524,t,61,1,208722,97
525,t,61,1,208722,59
526,t,61,1,215761,122
527,t,61,2,215761,86
528,t,61,1,215761,100
529,t,61,2,215761,84
530,t,61,1,215761,108
531,t,61,1,69061,123
532,t,61,1,69061,124
533,t,61,1,69061,125
534,t,61,1,69061,126
535,t,61,1,69061,127
536,t,61,1,221375,47
537,t,61,1,221375,106
538,t,61,1,221375,119
539,t,61,1,221375,84
540,t,61,1,221375,102
541,t,61,2,207946,128
542,t,61,1,207946,59
543,t,61,1,220387,102
544,t,61,1,220387,106
545,t,61,1,220387,84
546,t,61,1,220387,47
547,t,61,1,220387,129
548,t,61,1,220489,84
549,t,61,1,220489,47
550,t,61,1,220489,120
551,t,61,1,220489,106
552,t,61,1,220489,102
553,t,61,1,220990,84
554,t,61,1,220990,47
555,t,61,1,220990,130
556,t,61,1,220990,103
557,t,61,1,220990,102
558,t,61,2,176560,131
559,t,61,2,176560,102
560,t,61,2,176560,124
561,t,61,1,221440,128
562,t,61,1,221440,84
563,t,61,1,221440,101
564,t,61,1,221440,102
565,t,61,1,221440,47
566,t,61,1,217380,97
567,t,61,1,217380,60
568,t,61,2,217380,85
569,t,61,1,217380,132
570,t,61,1,217380,122
571,t,61,1,183496,133
572,t,61,1,183496,134
573,t,61,1,183496,135
574,t,61,1,183496,60
575,t,61,1,217240,97
576,t,61,1,217240,59
577,t,61,1,217240,136
578,t,61,1,217240,115
579,t,61,1,217240,137
580,t,61,1,66027,123
581,t,61,1,66027,138
582,t,61,1,66027,139
583,t,61,1,66027,140
584,t,61,1,66027,141
585,t,61,1,66027,142
586,t,61,1,215698,59
587,t,61,1,215698,143
588,t,61,1,215698,115
589,t,61,1,215698,97
590,t,61,1,215698,137
591,t,61,1,217267,97
592,t,61,1,217267,144
593,t,61,1,217267,59
594,t,61,1,217267,100
595,t,61,1,217267,115
596,t,61,1,216639,122
597,t,61,1,216639,97
598,t,61,1,216639,59
599,t,61,1,216639,100
600,t,61,1,216639,99
601,t,61,1,217091,59
602,t,61,1,217091,97
603,t,61,1,217091,137
604,t,61,1,217091,136
605,t,61,1,217091,115
606,t,61,1,217843,59
607,t,61,1,217843,137
608,t,61,1,217843,115
609,t,61,1,217843,145
610,t,61,1,217843,97
611,t,61,1,188325,112
612,t,61,1,188325,146
613,t,61,1,208050,59
614,t,61,1,208050,147
615,t,61,1,208050,122
616,t,61,1,208050,135
617,t,61,1,208050,112
618,t,61,1,208050,148
619,t,61,1,217004,59
620,t,61,1,217004,115
621,t,61,1,217004,136
622,t,61,1,217004,97
623,t,61,1,217004,137
624,t,61,1,217161,97
625,t,61,1,217161,131
626,t,61,1,217161,59
627,t,61,1,217161,137
628,t,61,1,217161,115
629,t,61,1,191025,112
630,t,61,1,191025,149
631,t,61,2,191025,150
632,t,61,1,191025,146
633,t,61,1,213648,115
634,t,61,1,213648,59
635,t,61,1,213648,97
636,t,61,1,213648,144
637,t,61,1,213648,60
638,t,61,1,213791,59
639,t,61,1,213791,122
640,t,61,1,213791,97
641,t,61,1,213791,137
642,t,61,1,216573,151
643,t,61,1,216573,59
644,t,61,1,216573,100
645,t,61,1,216573,97
646,t,61,1,216573,115
647,t,61,1,216329,99
648,t,61,1,216329,115
649,t,61,1,216329,97
650,t,61,1,216329,100
651,t,61,1,216329,59
652,t,61,1,217271,115
653,t,61,1,217271,145
654,t,61,1,217271,97
655,t,61,1,217271,137
656,t,61,1,217271,59
657,t,61,1,212862,115
658,t,61,1,212862,59
659,t,61,1,212862,136
660,t,61,1,212862,137
661,t,61,1,212862,97
662,t,61,1,216270,143
663,t,61,1,216270,137
664,t,61,1,216270,97
665,t,61,1,216270,115
666,t,61,1,216270,59
667,t,61,1,190022,152
668,t,61,1,190022,112
669,t,61,2,190022,115
670,t,61,2,190022,59
671,t,61,1,190022,148
672,t,61,1,190022,135
673,t,61,1,216097,115
674,t,61,1,216097,59
675,t,61,1,216097,153
676,t,61,1,216097,97
677,t,61,1,216097,137
678,t,61,1,198780,115
679,t,61,1,198780,97
680,t,61,1,198780,59
681,t,61,1,198780,137
682,t,61,1,198780,154
683,t,61,1,161300,60
684,t,61,1,161300,145
685,t,61,1,161300,59
686,t,61,1,161300,122
687,t,61,1,161300,97
688,t,61,1,217452,59
689,t,61,1,217452,145
690,t,61,1,217452,137
691,t,61,1,217452,97
692,t,61,1,217452,115
693,t,61,1,212854,144
694,t,61,1,212854,115
695,t,61,1,212854,137
696,t,61,1,212854,59
697,t,61,1,212854,97
698,t,61,1,220643,148
699,t,61,1,220643,59
700,t,61,1,220643,155
701,t,61,1,220643,156
702,t,61,1,220643,112
703,t,61,1,220643,157
704,t,61,1,217963,137
705,t,61,1,217963,97
706,t,61,1,217963,158
707,t,61,1,217963,59
708,t,61,1,217963,122
709,t,61,1,217960,137
710,t,61,1,217960,97
711,t,61,1,217960,122
712,t,61,1,217960,159
713,t,61,1,217960,59
714,t,61,1,219159,137
715,t,61,1,219159,160
716,t,61,1,219159,153
717,t,61,1,219159,97
718,t,61,1,213271,122
719,t,61,1,213271,144
720,t,61,1,213271,97
721,t,61,1,213271,59
722,t,61,1,213271,137
723,t,61,1,198576,161
724,t,61,2,198576,146
725,t,61,1,198576,162
726,t,61,1,198576,125
727,t,61,1,198576,163
728,t,61,1,198576,164
729,t,61,1,214262,149
730,t,61,1,214262,148
731,t,61,1,214262,146
732,t,61,1,214262,165
733,t,61,1,214262,147
734,t,61,1,214262,112
735,t,61,1,141874,125
736,t,61,1,141874,166
737,t,61,1,141874,123
738,t,61,1,144027,155
739,t,61,1,144027,125
740,t,61,1,166095,167
741,t,61,2,166095,148
742,t,61,1,166095,168
743,t,61,1,166095,161
744,t,61,1,198540,169
745,t,61,1,198540,155
746,t,61,1,198540,125
747,t,61,2,198540,146
748,t,61,2,198540,165
749,t,61,1,198954,170
750,t,61,2,198954,146
751,t,61,1,198954,169
752,t,61,1,198954,125
753,t,61,1,198954,161
754,t,61,1,191025,165
755,t,61,1,189894,161
756,t,61,1,189894,146
757,t,61,1,189894,125
758,t,61,1,189894,171
759,t,61,1,189894,172
760,t,61,1,177082,123
761,t,61,1,177082,162
762,t,61,1,177082,140
763,t,61,1,177082,141
764,t,61,1,177082,173
765,t,61,1,203978,161
766,t,61,2,203978,146
767,t,61,1,203978,156
768,t,61,1,203978,174
769,t,61,1,203978,125
770,t,61,2,190368,146
771,t,61,1,190368,164
772,t,61,1,190368,125
773,t,61,1,190368,170
774,t,61,1,190368,161
775,t,61,1,193406,161
776,t,61,1,193406,125
777,t,61,1,193406,170
778,t,61,1,193406,175
779,t,61,1,193406,146
780,t,61,1,206314,148
781,t,61,1,206314,147
782,t,61,1,206314,146
783,t,61,1,206314,112
784,t,61,1,206314,149
785,t,61,1,206314,165
786,t,61,1,198445,161
787,t,61,1,198445,176
788,t,61,1,198445,125
789,t,61,2,198445,146
790,t,61,1,198445,170
791,t,61,1,198445,162
792,t,61,1,198445,164
793,t,61,1,198946,168
794,t,61,1,198946,123
795,t,61,1,198946,155
796,t,61,2,198946,165
797,t,61,1,198946,172
798,t,61,1,198946,125
799,t,61,1,204755,161
800,t,61,1,204755,164
801,t,61,1,204755,170
802,t,61,1,204755,162
803,t,61,1,204755,125
804,t,61,2,204755,146
805,t,61,1,204755,176
806,t,61,1,198600,161
807,t,61,1,198600,170
808,t,61,1,198600,164
809,t,61,2,198600,146
810,t,61,1,198600,176
811,t,61,1,198600,125
812,t,61,1,198600,162
813,t,61,1,183319,161
814,t,61,1,183319,170
815,t,61,1,183319,147
816,t,61,1,183319,112
817,t,61,1,183319,146
818,t,61,1,183319,174
819,t,61,1,201940,161
820,t,61,1,201940,163
821,t,61,1,201940,123
822,t,61,1,201940,125
823,t,61,2,201940,177
824,t,61,1,201940,164
825,t,61,1,201940,168
826,t,61,1,202691,125
827,t,61,1,202691,169
828,t,61,1,202691,165
829,t,61,1,202691,146
830,t,61,1,202691,149
831,t,61,1,205511,149
832,t,61,1,205511,163
833,t,61,1,205511,125
834,t,61,1,205511,169
835,t,61,1,205511,146
836,t,61,1,187421,178
837,t,61,2,187421,166
838,t,61,1,205919,174
839,t,61,1,205919,149
840,t,61,1,205919,170
841,t,61,1,205919,146
842,t,61,1,205919,112
843,t,61,1,198580,163
844,t,61,1,198580,125
845,t,61,1,198580,179
846,t,61,1,198580,161
847,t,61,1,198580,123
848,t,61,1,198580,168
849,t,61,1,195378,139
850,t,61,1,195378,180
851,t,61,2,195378,163
852,t,61,1,195378,141
853,t,61,1,195378,181
854,t,61,1,206329,123
855,t,61,1,206329,161
856,t,61,1,206329,182
857,t,61,1,206329,183
858,t,61,1,206329,125
859,t,61,1,206329,168
860,t,61,1,198077,123
861,t,61,1,198077,183
862,t,61,1,198077,182
863,t,61,1,198077,125
864,t,61,1,198077,168
865,t,61,1,198077,161
866,t,61,1,51229,127
867,t,61,2,51229,141
868,t,61,2,51229,180
869,t,61,1,160299,123
870,t,61,1,160299,155
871,t,61,1,160299,141
872,t,61,1,160299,139
873,t,61,1,160299,181
874,t,61,1,160299,140
875,t,61,2,174848,123
876,t,61,2,174848,141
877,t,61,2,174848,139
878,t,61,1,174848,181
879,t,61,2,152167,162
880,t,61,2,152167,123
881,t,61,1,206091,123
882,t,61,1,206091,184
883,t,61,1,206091,161
884,t,61,1,206091,163
885,t,61,1,206091,125
886,t,61,1,206091,168
887,t,61,1,194855,141
888,t,61,1,194855,162
889,t,61,1,194855,140
890,t,61,2,194855,123
891,t,61,1,195474,180
892,t,61,1,195474,163
893,t,61,1,195474,141
894,t,61,1,195474,139
895,t,61,1,195474,181
896,t,61,1,206289,182
897,t,61,1,206289,161
898,t,61,1,206289,125
899,t,61,1,206289,163
900,t,61,1,206289,123
901,t,61,1,206289,168
902,t,61,1,191437,180
903,t,61,1,191437,181
905,t,61,1,191437,140
906,t,61,1,191437,139
907,t,61,2,189422,139
908,t,61,1,189422,185
909,t,61,1,189422,186
911,t,61,1,189422,188
912,t,61,1,189422,180
913,t,61,1,166038,162
914,t,61,1,166038,186
915,t,61,1,166038,189
916,t,61,2,166038,141
917,t,61,2,187024,139
918,t,61,1,187024,190
919,t,61,2,187024,141
920,t,61,1,187024,181
921,t,61,1,177489,188
922,t,61,1,177489,186
923,t,61,2,177489,162
924,t,61,1,196155,140
925,t,61,1,196155,181
926,t,61,1,196155,180
927,t,61,1,196155,139
928,t,61,1,196155,141
929,t,61,1,153058,181
930,t,61,1,153058,141
931,t,61,1,153058,123
932,t,61,1,153058,140
933,t,61,1,153058,139
934,t,61,1,172988,180
935,t,61,1,172988,141
936,t,61,1,172988,139
937,t,61,1,172988,181
938,t,61,1,172988,140
939,t,61,1,189203,139
940,t,61,1,189203,123
941,t,61,1,189203,141
942,t,61,1,189203,140
943,t,61,1,189203,181
944,t,61,1,186611,123
945,t,61,1,186611,141
946,t,61,1,186611,140
947,t,61,1,186611,139
948,t,61,1,186611,181
949,t,61,1,190999,141
950,t,61,1,190999,181
951,t,61,1,190999,140
952,t,61,1,190999,139
953,t,61,1,190999,123
954,t,61,1,176579,191
955,t,61,1,176579,192
956,t,61,2,176579,193
957,t,61,1,176579,194
958,t,61,1,176579,195
959,t,61,1,189069,196
960,t,61,1,189069,186
962,t,61,1,189069,197
963,t,61,1,189069,188
964,t,61,1,189205,186
965,t,61,1,189205,196
966,t,61,1,189205,198
967,t,61,1,189205,188
968,t,61,1,189205,187
969,t,61,2,161936,191
970,t,61,1,190128,199
971,t,61,1,190128,186
972,t,61,1,190128,196
973,t,61,1,190128,187
974,t,61,1,190128,188
975,t,61,1,187560,196
976,t,61,1,187560,188
977,t,61,1,187560,186
978,t,61,1,187560,198
979,t,61,1,187560,187
980,t,61,1,155118,187
981,t,61,1,155118,198
982,t,61,1,155118,186
983,t,61,1,155118,196
984,t,61,1,155118,188
985,t,61,1,51543,186
986,t,61,1,51543,188
987,t,61,1,51543,187
988,t,61,1,51543,197
989,t,61,1,51543,196
990,t,61,1,187158,188
991,t,61,1,187158,187
992,t,61,1,187158,186
993,t,61,1,187158,197
994,t,61,1,187158,196
995,t,61,1,177653,187
996,t,61,1,177653,186
997,t,61,1,177653,196
998,t,61,1,177653,188
999,t,61,1,177653,198
1000,t,61,1,152722,194
1001,t,61,1,153626,200
1002,t,61,1,188439,188
1003,t,61,1,188439,186
1004,t,61,1,188439,196
1005,t,61,1,188439,187
1006,t,61,1,188439,198
1007,t,61,1,191719,186
1008,t,61,1,191719,187
1009,t,61,1,191719,196
1010,t,61,1,191719,188
1011,t,61,1,191719,198
1012,t,61,1,191398,188
1013,t,61,1,191398,186
1014,t,61,1,191398,198
1015,t,61,1,191398,187
1016,t,61,1,191398,196
1017,t,61,1,176016,201
1018,t,61,1,176016,195
1019,t,61,1,176016,202
1020,t,61,1,176016,194
1021,t,61,1,176016,203
1022,t,61,1,176016,204
1023,t,61,1,176016,192
1024,t,61,1,169841,192
1025,t,61,1,169841,202
1026,t,61,1,169841,195
1027,t,61,1,169841,191
1028,t,61,1,169841,204
1029,t,61,1,169841,194
1030,t,61,1,169841,201
1031,t,61,1,151334,205
1032,t,61,1,151334,201
1033,t,61,1,151334,200
1034,t,61,1,151334,206
1035,t,61,1,151334,207
1036,t,61,1,151334,208
1037,t,61,1,163017,206
1038,t,61,1,163017,200
1039,t,61,1,163017,208
1040,t,61,1,163017,209
1041,t,61,1,163017,207
1042,t,61,1,163017,205
1043,t,61,1,175629,202
1044,t,61,1,175629,192
1045,t,61,1,175629,203
1046,t,61,1,175629,194
1047,t,61,1,175629,195
1048,t,61,1,175629,204
1049,t,61,1,162379,207
1050,t,61,1,162379,208
1051,t,61,1,162379,209
1052,t,61,1,162379,200
1053,t,61,1,162379,206
1054,t,61,1,162379,205
1055,t,61,1,182613,195
1056,t,61,1,182613,204
1057,t,61,1,182613,192
1058,t,61,1,182613,202
1059,t,61,1,182613,203
1060,t,61,1,160796,206
1061,t,61,1,160796,207
1062,t,61,1,160796,205
1063,t,61,1,160796,202
1064,t,61,1,160796,200
1065,t,61,1,177352,195
1066,t,61,1,177352,194
1067,t,61,1,177352,192
1068,t,61,1,177352,202
